GVKey,Company Name,Year,Data Date,File Count
1230,ALASKA AIR GROUP INC,2004,2004-12-31,1
1230,ALASKA AIR GROUP INC,2005,2005-12-31,1
1230,ALASKA AIR GROUP INC,2006,2006-12-31,1
1230,ALASKA AIR GROUP INC,2007,2007-12-31,1
1230,ALASKA AIR GROUP INC,2008,2008-12-31,1
1230,ALASKA AIR GROUP INC,2009,2009-12-31,1
1230,ALASKA AIR GROUP INC,2010,2010-12-31,2
1230,ALASKA AIR GROUP INC,2011,2011-12-31,1
1230,ALASKA AIR GROUP INC,2012,2012-12-31,2
1230,ALASKA AIR GROUP INC,2013,2013-12-31,2
1230,ALASKA AIR GROUP INC,2014,2014-12-31,2
1230,ALASKA AIR GROUP INC,2015,2015-12-31,1
1230,ALASKA AIR GROUP INC,2016,2016-12-31,1
1230,ALASKA AIR GROUP INC,2017,2017-12-31,1
1230,ALASKA AIR GROUP INC,2018,2018-12-31,1
1230,ALASKA AIR GROUP INC,2019,2019-12-31,1
1230,ALASKA AIR GROUP INC,2020,2020-12-31,1
1230,ALASKA AIR GROUP INC,2021,2021-12-31,1
1240,ALBERTSON'S INC,1996,1997-01-31,1
1240,ALBERTSON'S INC,1997,1998-01-31,1
1240,ALBERTSON'S INC,1998,1999-01-31,1
1240,ALBERTSON'S INC,1999,2000-01-31,1
1240,ALBERTSON'S INC,2000,2001-01-31,2
1240,ALBERTSON'S INC,2002,2003-01-31,3
1240,ALBERTSON'S INC,2003,2004-01-31,4
1240,ALBERTSON'S INC,2004,2005-01-31,1
1240,ALBERTSON'S INC,2005,2006-01-31,2
1246,IKON OFFICE SOLUTIONS,1996,1996-09-30,1
1246,IKON OFFICE SOLUTIONS,2006,2006-09-30,1
1246,IKON OFFICE SOLUTIONS,2007,2007-09-30,1
1297,ALLIED PRODUCTS,1997,1997-12-31,1
1297,ALLIED PRODUCTS,1998,1998-12-31,1
1297,ALLIED PRODUCTS,1999,1999-12-31,2
1300,HONEYWELL INTERNATIONAL INC,1996,1996-12-31,1
1300,HONEYWELL INTERNATIONAL INC,1997,1997-12-31,3
1300,HONEYWELL INTERNATIONAL INC,1998,1998-12-31,2
1300,HONEYWELL INTERNATIONAL INC,1999,1999-12-31,3
1300,HONEYWELL INTERNATIONAL INC,2000,2000-12-31,2
1300,HONEYWELL INTERNATIONAL INC,2003,2003-12-31,2
1300,HONEYWELL INTERNATIONAL INC,2004,2004-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2005,2005-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2008,2008-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2009,2009-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2010,2010-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2011,2011-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2012,2012-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2013,2013-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2014,2014-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2015,2015-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2016,2016-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2017,2017-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2018,2018-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2019,2019-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2020,2020-12-31,1
1300,HONEYWELL INTERNATIONAL INC,2021,2021-12-31,2
1308,ALLIS-CHALMERS ENERGY INC,1997,1997-12-31,1
1308,ALLIS-CHALMERS ENERGY INC,1998,1998-12-31,1
1308,ALLIS-CHALMERS ENERGY INC,1999,1999-12-31,1
1318,ALLTEL CORP,2005,2005-12-31,1
1318,ALLTEL CORP,2006,2006-12-31,1
1356,ALCOA INC,1996,1996-12-31,1
1356,ALCOA INC,1997,1997-12-31,1
1356,ALCOA INC,2006,2006-12-31,4
1356,ALCOA INC,2007,2007-12-31,2
1356,ALCOA INC,2008,2008-12-31,2
1356,ALCOA INC,2009,2009-12-31,2
1356,ALCOA INC,2014,2014-12-31,2
1380,HESS CORP,2007,2007-12-31,2
1380,HESS CORP,2008,2008-12-31,1
1380,HESS CORP,2009,2009-12-31,2
1380,HESS CORP,2010,2010-12-31,2
1380,HESS CORP,2011,2011-12-31,2
1380,HESS CORP,2012,2012-12-31,2
1380,HESS CORP,2013,2013-12-31,2
1380,HESS CORP,2014,2014-12-31,2
1380,HESS CORP,2015,2015-12-31,1
1380,HESS CORP,2016,2016-12-31,2
1380,HESS CORP,2017,2017-12-31,2
1380,HESS CORP,2018,2018-12-31,2
1380,HESS CORP,2019,2019-12-31,2
1380,HESS CORP,2020,2020-12-31,2
1380,HESS CORP,2021,2021-12-31,2
1382,US AIRWAYS GROUP INC,1996,1996-12-31,2
1382,US AIRWAYS GROUP INC,1997,1997-12-31,2
1382,US AIRWAYS GROUP INC,1998,1998-12-31,1
1382,US AIRWAYS GROUP INC,2000,2000-12-31,1
1382,US AIRWAYS GROUP INC,2001,2001-12-31,1
1382,US AIRWAYS GROUP INC,2002,2002-12-31,1
1397,AMERICAN BILTRITE INC,1997,1997-12-31,1
1397,AMERICAN BILTRITE INC,1998,1998-12-31,1
1397,AMERICAN BILTRITE INC,2000,2000-12-31,1
1397,AMERICAN BILTRITE INC,2001,2001-12-31,1
1397,AMERICAN BILTRITE INC,2002,2002-12-31,1
1397,AMERICAN BILTRITE INC,2003,2003-12-31,1
1397,AMERICAN BILTRITE INC,2004,2004-12-31,1
1397,AMERICAN BILTRITE INC,2005,2005-12-31,1
1397,AMERICAN BILTRITE INC,2006,2006-12-31,1
1397,AMERICAN BILTRITE INC,2007,2007-12-31,1
1397,AMERICAN BILTRITE INC,2008,2008-12-31,1
1397,AMERICAN BILTRITE INC,2009,2009-12-31,1
1397,AMERICAN BILTRITE INC,2010,2010-12-31,1
1397,AMERICAN BILTRITE INC,2011,2011-12-31,1
1397,AMERICAN BILTRITE INC,2012,2012-12-31,1
1397,AMERICAN BILTRITE INC,2013,2013-12-31,1
1397,AMERICAN BILTRITE INC,2014,2014-12-31,1
1397,AMERICAN BILTRITE INC,2016,2016-12-31,1
1397,AMERICAN BILTRITE INC,2017,2017-12-31,1
1397,AMERICAN BILTRITE INC,2018,2018-12-31,1
1397,AMERICAN BILTRITE INC,2019,2019-12-31,1
1397,AMERICAN BILTRITE INC,2020,2020-12-31,1
1410,ABM INDUSTRIES INC,1996,1996-10-31,1
1410,ABM INDUSTRIES INC,1997,1997-10-31,1
1410,ABM INDUSTRIES INC,1998,1998-10-31,1
1410,ABM INDUSTRIES INC,1999,1999-10-31,1
1410,ABM INDUSTRIES INC,2000,2000-10-31,1
1410,ABM INDUSTRIES INC,2002,2002-10-31,1
1410,ABM INDUSTRIES INC,2003,2003-10-31,1
1410,ABM INDUSTRIES INC,2004,2004-10-31,1
1410,ABM INDUSTRIES INC,2005,2005-10-31,2
1410,ABM INDUSTRIES INC,2006,2006-10-31,1
1410,ABM INDUSTRIES INC,2007,2007-10-31,1
1410,ABM INDUSTRIES INC,2008,2008-10-31,1
1410,ABM INDUSTRIES INC,2009,2009-10-31,1
1410,ABM INDUSTRIES INC,2010,2010-10-31,1
1410,ABM INDUSTRIES INC,2011,2011-10-31,1
1410,ABM INDUSTRIES INC,2012,2012-10-31,1
1410,ABM INDUSTRIES INC,2013,2013-10-31,1
1410,ABM INDUSTRIES INC,2014,2014-10-31,1
1410,ABM INDUSTRIES INC,2015,2015-10-31,2
1410,ABM INDUSTRIES INC,2016,2016-10-31,2
1410,ABM INDUSTRIES INC,2017,2017-10-31,2
1410,ABM INDUSTRIES INC,2018,2018-10-31,1
1410,ABM INDUSTRIES INC,2019,2019-10-31,1
1410,ABM INDUSTRIES INC,2020,2020-10-31,2
1410,ABM INDUSTRIES INC,2021,2021-10-31,2
1478,WYETH,1996,1996-12-31,1
1485,AMERITECH CORP,1996,1996-12-31,1
1485,AMERITECH CORP,1997,1997-12-31,2
1485,AMERITECH CORP,1998,1998-12-31,1
1573,AMERICAN STORES CO,1997,1998-01-31,1
1573,AMERICAN STORES CO,1998,1999-01-31,1
1598,AMETEK INC,1996,1996-12-31,1
1598,AMETEK INC,1997,1997-12-31,1
1598,AMETEK INC,1998,1998-12-31,1
1598,AMETEK INC,1999,1999-12-31,1
1598,AMETEK INC,2000,2000-12-31,1
1598,AMETEK INC,2001,2001-12-31,1
1598,AMETEK INC,2002,2002-12-31,1
1598,AMETEK INC,2003,2003-12-31,1
1598,AMETEK INC,2004,2004-12-31,1
1598,AMETEK INC,2005,2005-12-31,1
1598,AMETEK INC,2006,2006-12-31,1
1598,AMETEK INC,2007,2007-12-31,1
1598,AMETEK INC,2008,2008-12-31,1
1598,AMETEK INC,2009,2009-12-31,1
1598,AMETEK INC,2010,2010-12-31,1
1598,AMETEK INC,2011,2011-12-31,1
1598,AMETEK INC,2012,2012-12-31,1
1598,AMETEK INC,2013,2013-12-31,1
1598,AMETEK INC,2014,2014-12-31,1
1598,AMETEK INC,2015,2015-12-31,2
1598,AMETEK INC,2016,2016-12-31,2
1598,AMETEK INC,2017,2017-12-31,2
1598,AMETEK INC,2018,2018-12-31,1
1598,AMETEK INC,2019,2019-12-31,1
1598,AMETEK INC,2020,2020-12-31,1
1598,AMETEK INC,2021,2021-12-31,2
1602,AMGEN INC,2005,2005-12-31,1
1602,AMGEN INC,2006,2006-12-31,1
1602,AMGEN INC,2007,2007-12-31,2
1602,AMGEN INC,2008,2008-12-31,1
1602,AMGEN INC,2009,2009-12-31,2
1602,AMGEN INC,2010,2010-12-31,1
1602,AMGEN INC,2011,2011-12-31,1
1602,AMGEN INC,2012,2012-12-31,1
1602,AMGEN INC,2013,2013-12-31,2
1602,AMGEN INC,2014,2014-12-31,2
1602,AMGEN INC,2015,2015-12-31,1
1602,AMGEN INC,2016,2016-12-31,2
1602,AMGEN INC,2017,2017-12-31,2
1602,AMGEN INC,2018,2018-12-31,1
1602,AMGEN INC,2019,2019-12-31,2
1602,AMGEN INC,2020,2020-12-31,2
1602,AMGEN INC,2021,2021-12-31,2
1608,AMP INC,1997,1997-12-31,3
1608,AMP INC,1998,1998-12-31,1
1609,AMOCO CORP,1996,1996-12-31,2
1609,AMOCO CORP,1997,1997-12-31,3
1613,AMPCO-PITTSBURGH CORP,1997,1997-12-31,1
1613,AMPCO-PITTSBURGH CORP,1998,1998-12-31,1
1613,AMPCO-PITTSBURGH CORP,1999,1999-12-31,1
1613,AMPCO-PITTSBURGH CORP,2000,2000-12-31,1
1613,AMPCO-PITTSBURGH CORP,2002,2002-12-31,1
1613,AMPCO-PITTSBURGH CORP,2003,2003-12-31,1
1613,AMPCO-PITTSBURGH CORP,2004,2004-12-31,1
1613,AMPCO-PITTSBURGH CORP,2005,2005-12-31,1
1613,AMPCO-PITTSBURGH CORP,2006,2006-12-31,1
1613,AMPCO-PITTSBURGH CORP,2007,2007-12-31,1
1613,AMPCO-PITTSBURGH CORP,2008,2008-12-31,1
1613,AMPCO-PITTSBURGH CORP,2009,2009-12-31,1
1613,AMPCO-PITTSBURGH CORP,2010,2010-12-31,1
1613,AMPCO-PITTSBURGH CORP,2011,2011-12-31,1
1613,AMPCO-PITTSBURGH CORP,2012,2012-12-31,1
1613,AMPCO-PITTSBURGH CORP,2013,2013-12-31,1
1613,AMPCO-PITTSBURGH CORP,2014,2014-12-31,1
1613,AMPCO-PITTSBURGH CORP,2015,2015-12-31,1
1613,AMPCO-PITTSBURGH CORP,2016,2016-12-31,1
1613,AMPCO-PITTSBURGH CORP,2017,2017-12-31,1
1613,AMPCO-PITTSBURGH CORP,2018,2018-12-31,1
1613,AMPCO-PITTSBURGH CORP,2019,2019-12-31,1
1613,AMPCO-PITTSBURGH CORP,2020,2020-12-31,1
1627,ANACOMP INC,1997,1997-09-30,1
1627,ANACOMP INC,1998,1998-09-30,1
1627,ANACOMP INC,1999,1999-09-30,1
1627,ANACOMP INC,2000,2000-09-30,1
1627,ANACOMP INC,2001,2001-09-30,1
1627,ANACOMP INC,2002,2002-09-30,1
1627,ANACOMP INC,2003,2003-09-30,1
1627,ANACOMP INC,2004,2004-09-30,1
1632,ANALOG DEVICES INC,1996,1996-10-31,2
1632,ANALOG DEVICES INC,1997,1997-10-31,4
1632,ANALOG DEVICES INC,1998,1998-10-31,4
1632,ANALOG DEVICES INC,1999,1999-10-31,2
1632,ANALOG DEVICES INC,2000,2000-10-31,2
1632,ANALOG DEVICES INC,2001,2001-10-31,1
1632,ANALOG DEVICES INC,2002,2002-10-31,1
1632,ANALOG DEVICES INC,2003,2003-10-31,1
1632,ANALOG DEVICES INC,2004,2004-10-31,1
1632,ANALOG DEVICES INC,2005,2005-10-31,1
1632,ANALOG DEVICES INC,2006,2006-10-31,1
1632,ANALOG DEVICES INC,2007,2007-10-31,1
1632,ANALOG DEVICES INC,2008,2008-10-31,1
1632,ANALOG DEVICES INC,2009,2009-10-31,2
1632,ANALOG DEVICES INC,2010,2010-10-31,3
1632,ANALOG DEVICES INC,2011,2011-10-31,2
1632,ANALOG DEVICES INC,2012,2012-10-31,1
1632,ANALOG DEVICES INC,2013,2013-10-31,2
1632,ANALOG DEVICES INC,2014,2014-10-31,2
1632,ANALOG DEVICES INC,2015,2015-10-31,1
1632,ANALOG DEVICES INC,2016,2016-10-31,1
1632,ANALOG DEVICES INC,2017,2017-10-31,1
1632,ANALOG DEVICES INC,2018,2018-10-31,1
1632,ANALOG DEVICES INC,2019,2019-10-31,1
1632,ANALOG DEVICES INC,2020,2020-10-31,1
1632,ANALOG DEVICES INC,2021,2021-10-31,1
1659,ANDERSONS INC,1997,1997-12-31,1
1659,ANDERSONS INC,1998,1998-12-31,1
1659,ANDERSONS INC,1999,1999-12-31,1
1659,ANDERSONS INC,2000,2000-12-31,1
1659,ANDERSONS INC,2001,2001-12-31,1
1659,ANDERSONS INC,2002,2002-12-31,1
1659,ANDERSONS INC,2003,2003-12-31,1
1659,ANDERSONS INC,2004,2004-12-31,1
1659,ANDERSONS INC,2005,2005-12-31,1
1659,ANDERSONS INC,2006,2006-12-31,1
1659,ANDERSONS INC,2007,2007-12-31,1
1659,ANDERSONS INC,2008,2008-12-31,1
1659,ANDERSONS INC,2009,2009-12-31,1
1659,ANDERSONS INC,2010,2010-12-31,1
1659,ANDERSONS INC,2011,2011-12-31,1
1659,ANDERSONS INC,2012,2012-12-31,1
1659,ANDERSONS INC,2013,2013-12-31,1
1659,ANDERSONS INC,2014,2014-12-31,1
1659,ANDERSONS INC,2015,2015-12-31,2
1659,ANDERSONS INC,2016,2016-12-31,2
1659,ANDERSONS INC,2017,2017-12-31,2
1659,ANDERSONS INC,2018,2018-12-31,1
1659,ANDERSONS INC,2019,2019-12-31,1
1659,ANDERSONS INC,2020,2020-12-31,1
1659,ANDERSONS INC,2021,2021-12-31,1
1663,ANHEUSER-BUSCH COS INC,1997,1997-12-31,1
1663,ANHEUSER-BUSCH COS INC,1998,1998-12-31,2
1663,ANHEUSER-BUSCH COS INC,1999,1999-12-31,2
1663,ANHEUSER-BUSCH COS INC,2005,2005-12-31,1
1663,ANHEUSER-BUSCH COS INC,2006,2006-12-31,1
1663,ANHEUSER-BUSCH COS INC,2007,2007-12-31,1
1678,APA CORP,1997,1997-12-31,1
1678,APA CORP,1998,1998-12-31,2
1678,APA CORP,1999,1999-12-31,2
1678,APA CORP,2000,2000-12-31,2
1678,APA CORP,2001,2001-12-31,1
1678,APA CORP,2002,2002-12-31,1
1678,APA CORP,2003,2003-12-31,1
1678,APA CORP,2004,2004-12-31,1
1678,APA CORP,2005,2005-12-31,1
1678,APA CORP,2006,2006-12-31,1
1678,APA CORP,2007,2007-12-31,1
1678,APA CORP,2008,2008-12-31,1
1678,APA CORP,2009,2009-12-31,1
1678,APA CORP,2010,2010-12-31,1
1678,APA CORP,2011,2011-12-31,1
1678,APA CORP,2012,2012-12-31,1
1678,APA CORP,2013,2013-12-31,1
1678,APA CORP,2014,2014-12-31,1
1678,APA CORP,2015,2015-12-31,1
1678,APA CORP,2016,2016-12-31,1
1678,APA CORP,2017,2017-12-31,1
1678,APA CORP,2018,2018-12-31,1
1678,APA CORP,2019,2019-12-31,1
1678,APA CORP,2020,2020-12-31,1
1678,APA CORP,2021,2021-12-31,1
1690,APPLE INC,1996,1996-09-30,3
1690,APPLE INC,1997,1997-09-30,2
1690,APPLE INC,1998,1998-09-30,1
1690,APPLE INC,1999,1999-09-30,1
1690,APPLE INC,2000,2000-09-30,1
1690,APPLE INC,2001,2001-09-30,1
1690,APPLE INC,2002,2002-09-30,1
1690,APPLE INC,2003,2003-09-30,1
1690,APPLE INC,2004,2004-09-30,1
1690,APPLE INC,2005,2005-09-30,1
1690,APPLE INC,2006,2006-09-30,1
1690,APPLE INC,2007,2007-09-30,1
1690,APPLE INC,2008,2008-09-30,1
1690,APPLE INC,2009,2009-09-30,1
1690,APPLE INC,2010,2010-09-30,1
1690,APPLE INC,2011,2011-09-30,1
1690,APPLE INC,2012,2012-09-30,1
1690,APPLE INC,2013,2013-09-30,2
1690,APPLE INC,2014,2014-09-30,2
1690,APPLE INC,2015,2015-09-30,1
1690,APPLE INC,2016,2016-09-30,2
1690,APPLE INC,2017,2017-09-30,1
1690,APPLE INC,2018,2018-09-30,1
1690,APPLE INC,2019,2019-09-30,2
1690,APPLE INC,2020,2020-09-30,1
1690,APPLE INC,2021,2021-09-30,1
1704,APPLIED MATERIALS INC,1996,1996-10-31,1
1704,APPLIED MATERIALS INC,2002,2002-10-31,1
1704,APPLIED MATERIALS INC,2006,2006-10-31,1
1704,APPLIED MATERIALS INC,2008,2008-10-31,1
1704,APPLIED MATERIALS INC,2009,2009-10-31,3
1704,APPLIED MATERIALS INC,2010,2010-10-31,1
1704,APPLIED MATERIALS INC,2011,2011-10-31,1
1704,APPLIED MATERIALS INC,2012,2012-10-31,1
1704,APPLIED MATERIALS INC,2013,2013-10-31,2
1704,APPLIED MATERIALS INC,2014,2014-10-31,2
1704,APPLIED MATERIALS INC,2015,2015-10-31,1
1704,APPLIED MATERIALS INC,2016,2016-10-31,2
1704,APPLIED MATERIALS INC,2017,2017-10-31,2
1704,APPLIED MATERIALS INC,2018,2018-10-31,1
1704,APPLIED MATERIALS INC,2019,2019-10-31,1
1704,APPLIED MATERIALS INC,2020,2020-10-31,1
1704,APPLIED MATERIALS INC,2021,2021-10-31,2
1755,ARMCO INC,1997,1997-12-31,2
1755,ARMCO INC,1998,1998-12-31,2
1762,ARMSTRONG HOLDINGS INC,1996,1996-12-31,1
1762,ARMSTRONG HOLDINGS INC,1997,1997-12-31,1
1762,ARMSTRONG HOLDINGS INC,1998,1998-12-31,1
1762,ARMSTRONG HOLDINGS INC,1999,1999-12-31,1
